0.385619  0.000000  0.000000  0.000000  0.000000  0.000014  0.000012
0.411497  0.000000  0.000000  0.000000  0.000000  0.000005  0.000003
0.442571  0.000000  0.000000  0.000000  0.000000  0.000002  0.000001
0.481707  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.523422  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.562430  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.600638  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.637722  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.673285  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
0.706835  0.0       0.0       0.0       0.0       0.0       0.000000
0.737676  0.0       0.0       0.0       0.0       0.0       0.000000
0.765309  0.0       0.0       0.0       0.0       0.0       0.000000
0.789883  0.0       0.0       0.0       0.0       0.0       0.000000
0.811795  0.0       0.0       0.0       0.0       0.0       0.000000
0.831385  0.0       0.0       0.0       0.0       0.0       0.000000
0.848946  0.0       0.0       0.0       0.0       0.0       0.000000
0.864737  0.0       0.0       0.0       0.0       0.0       0.000000
0.878987  0.0       0.0       0.0       0.0       0.0       0.000000
0.891906  0.0       0.0       0.0       0.0       0.0       0.000000
0.903687  0.0       0.0       0.0       0.0       0.0       0.000000
0.914518  0.0       0.0       0.0       0.0       0.0       0.000000
